,Unnamed: 0,Submission ID,Title,Acceptance Status,Track,Authors,Main Contact Affiliation,Submission Type,ARRLink,sha1,url
1227,1227,3735,Specializing Multi-domain NMT via Penalizing Low Mutual Information,Accept-Poster,Machine Translation,"Jiyoung Lee, Hantae Kim, Hyunchang Cho, Edward Choi and Cheonbok Park",KAIST,Regular Short Paper,,a3949033c9bc075d34e5c9aa9c7a49f763b295b0,https://www.semanticscholar.org/reader/a3949033c9bc075d34e5c9aa9c7a49f763b295b0?experiments=&features=reader_skimming%3Atrue
1230,1230,3755,Towards Efficient Dialogue Pre-training with Transferable and Interpretable Latent Structure,Accept-Poster,Dialogue and Interactive Systems,"Xueliang Zhao, Lemao Liu, Tingchen Fu, Shuming Shi, Dongyan Zhao and Rui Yan",Peking University,Regular Long Paper,,e13c88ebe339573f01251e68a8e5def84b6651a8,https://www.semanticscholar.org/reader/e13c88ebe339573f01251e68a8e5def84b6651a8?experiments=&features=reader_skimming%3Atrue
1231,1231,3770,An Empirical Revisiting of Linguistic Knowledge Fusion in Language Understanding Tasks,Accept-Poster,"Semantics: Lexical, Sentence level, Textual Inference and Other areas","Changlong Yu, Tianyi Xiao, Lingpeng Kong, Yangqiu Song and Wilfred Ng",HKUST,Regular Short Paper,,511e69bfa4213442e0afa35d7bbc503aa5d93405,https://www.semanticscholar.org/reader/511e69bfa4213442e0afa35d7bbc503aa5d93405?experiments=&features=reader_skimming%3Atrue
1232,1232,3772,Unsupervised Non-transferable Text Classification,Accept-Poster,NLP Applications,Guangtao Zeng and Wei Lu,SUTD,Regular Long Paper,,3f901a4d05cff66d0582bca5a798f2cf9936eef0,https://www.semanticscholar.org/reader/3f901a4d05cff66d0582bca5a798f2cf9936eef0?experiments=&features=reader_skimming%3Atrue
1233,1233,3783,Adaptive Contrastive Learning on Multimodal Transformer for Review Helpfulness Prediction,Accept-Poster,"Speech, Vision, Robotics, Multimodal Grounding","Thong Nguyen, Xiaobao Wu, Anh Tuan Luu, Zhen Hai and Lidong Bing",National University of Singapore,Regular Long Paper,,c28d44774cca23cbaf9e9fcb8fb76e13c09260d9,https://www.semanticscholar.org/reader/c28d44774cca23cbaf9e9fcb8fb76e13c09260d9?experiments=&features=reader_skimming%3Atrue
1236,1236,3796,Low-resource Neural Machine Translation with Cross-modal Alignment,Accept-Poster,Machine Translation,"Zhe Yang, Qingkai Fang and Yang Feng","Institute of Computing Technology, Chinese Academy of Sciences",Regular Long Paper,,2108f664b992e8f3be4ad376f172aca29b33e31e,https://www.semanticscholar.org/reader/2108f664b992e8f3be4ad376f172aca29b33e31e?experiments=&features=reader_skimming%3Atrue
1238,1238,3842,Two is Better than Many? Binary Classification as an Effective Approach to Multi-Choice Question Answering,Accept-Poster,Commonsense Reasoning,"Deepanway Ghosal, Navonil Majumder, Rada Mihalcea and Soujanya Poria",Singapore University of Technology and Design,Regular Short Paper,,40e3cd767c9520171ac8ecbd2e27f3a1bf043b61,https://www.semanticscholar.org/reader/40e3cd767c9520171ac8ecbd2e27f3a1bf043b61?experiments=&features=reader_skimming%3Atrue
1239,1239,3845,HEGEL: Hypergraph Transformer for Long Document Summarization,Accept-Poster,Summarization,"Haopeng Zhang, Xiao Liu and Jiawei Zhang","University of California, Davis",Regular Long Paper,,1df0d9c553aee087fe3a7dd1c5f9e03556eb1fe4,https://www.semanticscholar.org/reader/1df0d9c553aee087fe3a7dd1c5f9e03556eb1fe4?experiments=&features=reader_skimming%3Atrue
1241,1241,3850,Human Guided Exploitation of Interpretable Attention Patterns in Summarization and Topic Segmentation,Accept-Poster,"Interpretability, Interactivity and Analysis of Models for NLP","Raymond Li, Wen Xiao, Linzi Xing, Lanjun Wang, Gabriel Murray and Giuseppe Carenini",University of British Columbia,Regular Long Paper,,571469045c49877f78a4522f7f21e8c30e2f5c89,https://www.semanticscholar.org/reader/571469045c49877f78a4522f7f21e8c30e2f5c89?experiments=&features=reader_skimming%3Atrue
1242,1242,3858,Continual Training of Language Models for Few-Shot Learning,Accept-Poster,Machine Learning for NLP,"Zixuan Ke, Haowei Lin, Yijia Shao, Hu Xu, Lei Shu and Bing Liu",University of Illinois at Chicago,Regular Short Paper,,e053be7f36a0772b68eaaa14f15650c14071e4ab,https://www.semanticscholar.org/reader/e053be7f36a0772b68eaaa14f15650c14071e4ab?experiments=&features=reader_skimming%3Atrue
1243,1243,3877,Dictionary-Assisted Supervised Contrastive Learning,Accept-Poster,Computational Social Science and Cultural Analytics,"Patrick Y. Wu, Richard Bonneau, Joshua Tucker and Jonathan Nagler",New York University,Regular Short Paper,,441c3a6e37d0b8dda0b00effda7552f3bc71d92a,https://www.semanticscholar.org/reader/441c3a6e37d0b8dda0b00effda7552f3bc71d92a?experiments=&features=reader_skimming%3Atrue
1244,1244,3888,Fine-Tuning Pre-trained Transformers into Decaying Fast Weights,Accept-Poster,Language Modeling and Analysis of Language Models,Huanru Henry Mao,Altum,Regular Short Paper,,f6d8beb02771791d628f7e0773d8906261ce707c,https://www.semanticscholar.org/reader/f6d8beb02771791d628f7e0773d8906261ce707c?experiments=&features=reader_skimming%3Atrue
1248,1248,3926,Saving Dense Retriever from Shortcut Dependency in Conversational Search,Accept-Poster,Information Retrieval and Text Mining,Sungdong Kim and Gangwoo Kim,NAVER AI Lab,Regular Short Paper,,c2f9a27ab32bff87573e31594c97742af90f11b2,https://www.semanticscholar.org/reader/c2f9a27ab32bff87573e31594c97742af90f11b2?experiments=&features=reader_skimming%3Atrue
1250,1250,3930,DiscoSense: Commonsense Reasoning with Discourse Connectives,Accept-Poster,Resources and Evaluation,Prajjwal Bhargava and Vincent Ng,University of Texas at Dallas,Regular Long Paper,,1a5f48161df983a0e9485425495121201902433b,https://www.semanticscholar.org/reader/1a5f48161df983a0e9485425495121201902433b?experiments=&features=reader_skimming%3Atrue
1252,1252,3937,MOCHA: A Multi-Task Training Approach for Coherent Text Generation from Cognitive Perspective,Accept-Poster,Natural Language Generation,"Zhe Hu, Hou Pong Chan and Lifu Huang",Baidu,Regular Short Paper,,ffa0032150e2edf21633b6a6867b54ea121cb9d9,https://www.semanticscholar.org/reader/ffa0032150e2edf21633b6a6867b54ea121cb9d9?experiments=&features=reader_skimming%3Atrue
1257,1257,3956,Discourse Context Predictability Effects in Hindi Word Order,Accept-Poster,"Linguistic Theories, Cognitive Modeling and Psycholinguistics","Sidharth Ranjan, Marten van Schijndel, Sumeet Agarwal and Rajakrishnan Rajkumar",Indian Institute of Technology Delhi (IIT Delhi),Regular Long Paper,,26674f055f75c494f3e39913a5f986f6e74bba29,https://www.semanticscholar.org/reader/26674f055f75c494f3e39913a5f986f6e74bba29?experiments=&features=reader_skimming%3Atrue
1258,1258,3970,"""Covid vaccine is against Covid but Oxford vaccine is made at Oxford!"" Semantic Interpretation of Proper Noun Compounds",Accept-Poster,Information Extraction,"Keshav Kolluru, Gabriel Stanovsky and Mausam",IIT Delhi,Regular Long Paper,,33285e02758788b681754d283df20971fef6e31f,https://www.semanticscholar.org/reader/33285e02758788b681754d283df20971fef6e31f?experiments=&features=reader_skimming%3Atrue
1261,1261,3997,"Reflect, Not Reflex: Inference-Based Common Ground Improves Dialogue Response Quality",Accept-Poster,Dialogue and Interactive Systems,"Pei Zhou, Hyundong J. Cho, Pegah Jandaghi, Dong-Ho Lee, Bill Yuchen Lin, Jay Pujara and Xiang Ren",University of Southern California,Regular Long Paper,,ddbbf78334ef65d412520236e5d9067c82ef8984,https://www.semanticscholar.org/reader/ddbbf78334ef65d412520236e5d9067c82ef8984?experiments=&features=reader_skimming%3Atrue
1262,1262,4002,FlowEval: A Consensus-Based Dialogue Evaluation Framework Using Segment Act Flows,Accept-Poster,Dialogue and Interactive Systems,"Jianqiao Zhao, Yanyang Li, Wanyu Du, Yangfeng Ji, Dong Yu, Michael Lyu and Liwei Wang",The Chinese University of Hong Kong,Regular Long Paper,,e0af8f2dd390fabcdf2c373640833efc62faa530,https://www.semanticscholar.org/reader/e0af8f2dd390fabcdf2c373640833efc62faa530?experiments=&features=reader_skimming%3Atrue
1263,1263,4022,FaD-VLP: Fashion Vision-and-Language Pre-training towards Unified Retrieval and Captioning,Accept-Poster,"Speech, Vision, Robotics, Multimodal Grounding","Suvir Mirchandani, Licheng Yu, Mengjiao Wang, Animesh Sinha, Wenwen Jiang, Tao Xiang and Ning Zhang",Stanford University,Regular Long Paper,,1cc512fc89651dc4e9a1998447a6693d90b73ee0,https://www.semanticscholar.org/reader/1cc512fc89651dc4e9a1998447a6693d90b73ee0?experiments=&features=reader_skimming%3Atrue
1264,1264,4024,MM-Align: Learning Optimal Transport-based Alignment Dynamics for Fast and Accurate Inference on Missing Modality Sequences,Accept-Poster,Machine Learning for NLP,"Wei Han, Hui Chen, Min-Yen Kan and Soujanya Poria",Singapore University of Technology and Design,Regular Long Paper,,69f4f0d587197a00179637ae9e747f662ada9c38,https://www.semanticscholar.org/reader/69f4f0d587197a00179637ae9e747f662ada9c38?experiments=&features=reader_skimming%3Atrue
1268,1268,4070,Eliciting Knowledge from Large Pre-Trained Models for Unsupervised Knowledge-Grounded Conversation,Accept-Poster,Dialogue and Interactive Systems,"Yanyang Li, Jianqiao Zhao, Michael Lyu and Liwei Wang",The Chinese University of Hong Kong,Regular Long Paper,,0f7a6c557e376d8c77d684bcda0daee74fc29acf,https://www.semanticscholar.org/reader/0f7a6c557e376d8c77d684bcda0daee74fc29acf?experiments=&features=reader_skimming%3Atrue
1271,1271,4102,Making Science Simple: Corpora for the Lay Summarisation of Scientific Literature,Accept-Poster,Resources and Evaluation,"Tomas Goldsack, Zhihao Zhang, Chenghua Lin and Carolina Scarton",University of Sheffield,Regular Long Paper,,73bf67f9ac4a28c5618f8df32cb64d810f57a9b9,https://www.semanticscholar.org/reader/73bf67f9ac4a28c5618f8df32cb64d810f57a9b9?experiments=&features=reader_skimming%3Atrue
1272,1272,4106,Looking at the Overlooked: An Analysis on the Word-Overlap Bias in Natural Language Inference,Accept-Poster,"Semantics: Lexical, Sentence level, Textual Inference and Other areas","Sara Rajaee, Yadollah Yaghoobzadeh and Mohammad Taher Pilehvar",University of Amsterdam,Regular Long Paper,,86ea35528a2b9ed59834c23a5cb0e47c5e6d876d,https://www.semanticscholar.org/reader/86ea35528a2b9ed59834c23a5cb0e47c5e6d876d?experiments=&features=reader_skimming%3Atrue
1274,1274,4135,CODER: An efficient framework for improving retrieval through COntextual Document Embedding Reranking,Accept-Poster,Information Retrieval and Text Mining,"George Zerveas, Navid Rekabsaz, Daniel Cohen and Carsten Eickhoff",Brown University,Regular Long Paper,,6b259f83ca9a23fc0c0f8c53ae1268be16cbf037,https://www.semanticscholar.org/reader/6b259f83ca9a23fc0c0f8c53ae1268be16cbf037?experiments=&features=reader_skimming%3Atrue
1278,1278,4155,"The ""Problem” of Human Label Variation: On Ground Truth in Data, Modeling and Evaluation",Accept-Poster,Theme Track,Barbara Plank,LMU Munich,Regular Short Paper,,aea731e7cf33aa3d482b13f42cedbc1adb3271c6,https://www.semanticscholar.org/reader/aea731e7cf33aa3d482b13f42cedbc1adb3271c6?experiments=&features=reader_skimming%3Atrue
1285,1285,4227,Towards relation extraction from speech,Accept-Poster,Information Extraction,"Tongtong Wu, Guitao Wang, Jinming Zhao, Zhaoran Liu, Guilin Qi, Yuan-Fang Li and Gholamreza Haffari",Southeast University,Regular Long Paper,,4bdcfb8bc450987c4f91c1cb6598fab04a96cf5c,https://www.semanticscholar.org/reader/4bdcfb8bc450987c4f91c1cb6598fab04a96cf5c?experiments=&features=reader_skimming%3Atrue
1288,1288,4260,EdgeFormer: A Parameter-Efficient Transformer for On-Device Seq2seq Generation,Accept-Poster,Efficient Methods for NLP,"Tao Ge, Si-Qing Chen and Furu Wei",Microsoft,Regular Long Paper,,3322426d4d12dc319ca82caf5545527f1783f1db,https://www.semanticscholar.org/reader/3322426d4d12dc319ca82caf5545527f1783f1db?experiments=&features=reader_skimming%3Atrue
1291,1291,4292,KOLD: Korean Offensive Language Dataset,Accept-Poster,Resources and Evaluation,"Younghoon Jeong, Juhyun Oh, Jongwon Lee, Jaimeen Ahn, Jihyung Moon, Sungjoon Park and Alice Oh",KAIST (Korea Advanced Institute of Science and Technology),Regular Long Paper,,82159bec7a4f9e399af1b632d56bb7f98439810e,https://www.semanticscholar.org/reader/82159bec7a4f9e399af1b632d56bb7f98439810e?experiments=&features=reader_skimming%3Atrue
1292,1292,4294,Evade the Trap of Mediocrity: Promoting Diversity and Novelty in Text Generation via Concentrating Attention,Accept-Poster,Natural Language Generation,"Wenhao Li, Xiaoyuan Yi, Jinyi Hu, Maosong Sun and Xing Xie",Tsinghua University,Regular Long Paper,,82df0e8419fe147a6c0fa9a8c7f69d6b85931865,https://www.semanticscholar.org/reader/82df0e8419fe147a6c0fa9a8c7f69d6b85931865?experiments=&features=reader_skimming%3Atrue
1293,1293,4295,"The better your Syntax, the better your Semantics? Probing Pretrained Language Models for the English Comparative Correlative",Accept-Poster,"Linguistic Theories, Cognitive Modeling and Psycholinguistics","Leonie Weissweiler, Valentin Hofmann, Abdullatif Köksal and Hinrich Schütze","CIS, LMU Munich",Regular Long Paper,,21fc58eea259e101318a9a4c8ddb03c001b3ada7,https://www.semanticscholar.org/reader/21fc58eea259e101318a9a4c8ddb03c001b3ada7?experiments=&features=reader_skimming%3Atrue
1296,1296,4348,Cross-domain Generalization for AMR Parsing,Accept-Poster,"Semantics: Lexical, Sentence level, Textual Inference and Other areas","Xuefeng Bai, Sen Yang, Leyang Cui, Linfeng Song and Yue Zhang",Zhejiang University;Westlake University,Regular Long Paper,,53607fe723da15a943a39631c00b43e34a306511,https://www.semanticscholar.org/reader/53607fe723da15a943a39631c00b43e34a306511?experiments=&features=reader_skimming%3Atrue
1298,1298,4356,FETA: A Benchmark for Few-Sample Task Transfer in Open-Domain Dialogue,Accept-Poster,Dialogue and Interactive Systems,"Alon Albalak, Yi-Lin Tuan, Pegah Jandaghi, Connor Pryor, Luke Yoffe, Deepak Ramachandran, Lise Getoor, Jay Pujara and William Yang Wang","University of California, Santa Barbara",ARR - Long Paper,https://openreview.net/pdf?id=BV2UuKxZez9,59707fbd3308257628470d94e56c8165bf4e1cff,https://www.semanticscholar.org/reader/59707fbd3308257628470d94e56c8165bf4e1cff?experiments=&features=reader_skimming%3Atrue
1299,1299,4357,Do Children Texts Hold The Key To Commonsense Knowledge?,Accept-Poster,Unsupervised and Weakly-Supervised Methods in NLP,Julien Romero and Simon Razniewski,Télécom SudParis,ARR - Short Paper,https://openreview.net/forum?id=HYZdu_gZgzc,eaec704a9a2ebe5b045dc23246640e6561bc276e,https://www.semanticscholar.org/reader/eaec704a9a2ebe5b045dc23246640e6561bc276e?experiments=&features=reader_skimming%3Atrue
1300,1300,4360,On the Limitations of Reference-Free Evaluations of Generated Text,Accept-Poster,Resources and Evaluation,"Daniel Deutsch, Rotem Dror and Dan Roth",Google,ARR - Long Paper,https://openreview.net/forum?id=StZ_MKxWgf9,b5306e0217eb51e1fbaee1c39522750f9f294b1a,https://www.semanticscholar.org/reader/b5306e0217eb51e1fbaee1c39522750f9f294b1a?experiments=&features=reader_skimming%3Atrue
1301,1301,4363,Sampling-Based Approximations to Minimum Bayes Risk Decoding for Neural Machine Translation,Accept-Poster,Machine Translation,Bryan Eikema and Wilker Aziz,University of Amsterdam,ARR - Long Paper,https://openreview.net/forum?id=6cfFj41fgtJ,f65a1b74daf26ac495982ba8e3b4484cdd0688ae,https://www.semanticscholar.org/reader/f65a1b74daf26ac495982ba8e3b4484cdd0688ae?experiments=&features=reader_skimming%3Atrue
1302,1302,4369,IndicXNLI: Evaluating Multilingual Inference for Indian Languages,Accept-Poster,"Semantics: Lexical, Sentence level, Textual Inference and Other areas","Divyanshu Aggarwal, Vivek Gupta and Anoop Kunchukuttan","School of Computing, University of Utah",ARR - Short Paper,https://openreview.net/forum?id=Hd_x7yja5Jq,1141aa5ee59a19844e00611c97efa39689906a69,https://www.semanticscholar.org/reader/1141aa5ee59a19844e00611c97efa39689906a69?experiments=&features=reader_skimming%3Atrue
1303,1303,4374,Model Cascading: Towards Jointly Improving Efficiency and Accuracy of NLP Systems,Accept-Poster,Efficient Methods for NLP,Neeraj Varshney and Chitta Baral,Arizona State University,ARR - Long Paper,https://openreview.net/forum?id=-RQjdam1kYO&referrer=%5BAuthor%20Console%5D(%2Fgroup%3Fid%3Daclweb.org%2FACL%2FARR%2F2022%2FApril%2FAuthors%23your-submissions),5bb42863524b0ae4e5a47c46c53d9e7ec9552fef,https://www.semanticscholar.org/reader/5bb42863524b0ae4e5a47c46c53d9e7ec9552fef?experiments=&features=reader_skimming%3Atrue
1305,1305,4380,XPrompt: Exploring the Extreme of Prompt Tuning,Accept-Poster,Language Modeling and Analysis of Language Models,"Fang Ma, Chen Zhang, Lei Ren, Jingang Wang, Qifan Wang, Wei Wu, Xiaojun Quan and Dawei Song",Beijing Institute of Technology,ARR - Long Paper,https://openreview.net/forum?id=HVgUqFxZgMq,40e49ba41eca31f9c2661cc65f2c13dc4f2c7859,https://www.semanticscholar.org/reader/40e49ba41eca31f9c2661cc65f2c13dc4f2c7859?experiments=&features=reader_skimming%3Atrue
1306,1306,4382,Rethinking the Role of Demonstrations: What Makes In-Context Learning Work?,Accept-Poster,Language Modeling and Analysis of Language Models,"Sewon Min, Xinxi Lyu, Ari Holtzman, Mikel Artetxe, Mike Lewis, Hannaneh Hajishirzi and Luke Zettlemoyer",University of Washington,ARR - Long Paper,https://openreview.net/forum?id=cnRGMv-Ak7u,87e02a265606f31e65986f3c1c448a3e3a3a066e,https://www.semanticscholar.org/reader/87e02a265606f31e65986f3c1c448a3e3a3a066e?experiments=&features=reader_skimming%3Atrue
1307,1307,4384,The Curious Case of Control,Accept-Poster,"Linguistic Theories, Cognitive Modeling and Psycholinguistics",Elias Stengel-Eskin and Benjamin Van Durme,Johns Hopkins University,ARR - Long Paper,https://openreview.net/forum?id=Blb_nue-gG5,a3780e8f45b6c1ab3e27c0ad87c3ea23176dc8a7,https://www.semanticscholar.org/reader/a3780e8f45b6c1ab3e27c0ad87c3ea23176dc8a7?experiments=&features=reader_skimming%3Atrue
1308,1308,4385,SHARE: a System for Hierarchical Assistive Recipe Editing,Accept-Poster,NLP Applications,"Shuyang Li, Yufei Li, Jianmo Ni and Julian McAuley",University of California San Diego,ARR - Long Paper,https://openreview.net/forum?id=BenNYgWlMq,5480cf7fd2fb7f62153bd7c1a6b7edbef0744e26,https://www.semanticscholar.org/reader/5480cf7fd2fb7f62153bd7c1a6b7edbef0744e26?experiments=&features=reader_skimming%3Atrue
